"","kw.ep","kw.eBH","glm.ep","glm.eBH"
"fea1a907c4c469704df5f58f5f8e51b11bdc116f",0.0360750869621672,0.563115813493411,0.0346144214967299,0.253383460950672
"6727cf15aaa1a239a9815de3ed8e265547e4dadb",0.0415000316352989,0.558935976153334,0.0524208824505875,0.283575360380634
"af77f282642b24dea7867e97a5c5fab261f4d230",0.0291887218063737,0.531255458815404,0.019571868286221,0.181566396656704
"86db4dc8b173fb3accd233a3d910421ca76f6107",0.0286749910465585,0.546892225537229,0.0402599192202915,0.269437330962951
"a41954f9eb39ffb72e16baef3e8c807604aebf1b",0.0446996502877865,0.570532942984321,0.0308700984099826,0.23352993463926
"6af971686f0de7ca379fcad191961cbc67a1b42f",0.0218102506654277,0.522394167497789,0.0341277291107238,0.228142071181611
"5b85254ad4c7efb9a6c7a48172ca20a5d1ed4aef",0.0496414946871647,0.580423998876007,0.0579460881771447,0.321107273867063
"fe533fee733dc2b47bc61805003b42254172d5e7",0.00776609555396186,0.442312841040708,0.0164608581523656,0.147071012552607
"d43adf3c40e374c7a5aaa14307ff6b15d764b564",0.040818818821949,0.554006327406971,0.0304709998393835,0.22280766939655
"29ddcb95615af7c3c671b5a81e44910b5b62a8bf",0.0216652048830043,0.503685458615572,0.0340960577253075,0.198511964542607
"2326ba6a6191e9463fb0ed2c0bb8b9d2cf8dee07",0.0115331779727188,0.485794565846497,0.0135853171939978,0.169721169290074
"7c843e52cd72dc68568efb05398f43af39e18f12",0.0249535304412355,0.529171532729745,0.0291263998049374,0.228451834777429
"cf91428ed1c1947a85c25bcf24b5a5553273b991",0.0389076256545156,0.561060159281578,0.0321811348596086,0.220025722519135
